,0_novo,1_novo,2,3_novo,4_novo,5_novo,0_velho,1_velho,3_velho,4_velho,5_velho
8211,5798,114,513241-0,G-480 A 6x4 2p (diesel) (E5),,,5798.0,114.0,G-480 A 6x4 2p (diesel) (E5),Dezembro/2019,G480
8212,5807,114,513238-0,G-480 B 8x4 2p (diesel) (E5),,,5807.0,114.0,G-480 B 8x4 2p (diesel) (E5),Dezembro/2019,G480
8213,8607,114,513292-4,G-500 A 6x4 2p (diesel)(E5),,,8607.0,114.0,G-500 A 6x4 2p (diesel)(E5),Dezembro/2019,G-500
8214,8841,114,513323-8,G-500 B 6x4 2p (diesel) (E5),,,8841.0,114.0,G-500 B 6x4 2p (diesel) (E5),Dezembro/2019,G-500
8215,8608,114,513295-9,G-500 B 8x4 2p (diesel)(E5),,,8608.0,114.0,G-500 B 8x4 2p (diesel)(E5),Dezembro/2019,G-500
8216,8609,114,513293-2,G-540 A 6x4 2p (diesel)(E5),,,8609.0,114.0,G-540 A 6x4 2p (diesel)(E5),Dezembro/2019,G-540
8217,3527,114,513001-8,L-111 2p (diesel),,,3527.0,114.0,L-111 2p (diesel),Dezembro/2019,L-111
8218,3528,114,513002-6,L-141 2p (diesel),,,3528.0,114.0,L-141 2p (diesel),Dezembro/2019,L-141
8219,3529,114,513033-6,P-114 CA 360 6x4 NZ 2p (diesel),,,3529.0,114.0,P-114 CA 360 6x4 NZ 2p (diesel),Dezembro/2019,P-114
8220,3530,114,513100-6,P-114 CB 330 6x4 NZ 2p (diesel),,,3530.0,114.0,P-114 CB 330 6x4 NZ 2p (diesel),Dezembro/2019,P-114
8221,3531,114,513034-4,P-114 CB 360 6x4 NZ 2p (diesel),,,3531.0,114.0,P-114 CB 360 6x4 NZ 2p (diesel),Dezembro/2019,P-114
8222,3532,114,513035-2,P-114 GA 320 4x2 NZ 2p (diesel),,,3532.0,114.0,P-114 GA 320 4x2 NZ 2p (diesel),Dezembro/2019,P-114
8223,3533,114,513036-0,P-114 GA 330 4x2 NZ 2p (diesel),,,3533.0,114.0,P-114 GA 330 4x2 NZ 2p (diesel),Dezembro/2019,P-114
8224,3922,114,513138-3,P-114 GA 340 4x2 NZ 2p (diesel),,,3922.0,114.0,P-114 GA 340 4x2 NZ 2p (diesel),Dezembro/2019,P-114
8225,4607,114,513155-3,P-114 GA 360 4x2 NZ 2p (diesel),,,4607.0,114.0,P-114 GA 360 4x2 NZ 2p (diesel),Dezembro/2019,P-114
8226,3534,114,513108-1,P-114 GB 330 4x2 NZ 2p (diesel),,,3534.0,114.0,P-114 GB 330 4x2 NZ 2p (diesel),Dezembro/2019,P-114
8227,3923,114,513139-1,P-114 LA 340 6x2 NA 2p (diesel),,,3923.0,114.0,P-114 LA 340 6x2 NA 2p (diesel),Dezembro/2019,P-114
8228,3535,114,513037-9,P-124 CA 360 6x4 NZ 2p (diesel),,,3535.0,114.0,P-124 CA 360 6x4 NZ 2p (diesel),Dezembro/2019,P-124
8229,3536,114,513110-3,P-124 CA 400 6x4 NZ 2p (diesel),,,3536.0,114.0,P-124 CA 400 6x4 NZ 2p (diesel),Dezembro/2019,P-124
8230,3537,114,513099-9,P-124 CA 420 6x4 NZ 2p (diesel),,,3537.0,114.0,P-124 CA 420 6x4 NZ 2p (diesel),Dezembro/2019,P-124
8231,3538,114,513038-7,P-124 CB 360 6x4 NZ 2p (diesel),,,3538.0,114.0,P-124 CB 360 6x4 NZ 2p (diesel),Dezembro/2019,P-124
8232,3539,114,513094-8,P-124 CB 360 8x4 NZ 2p (diesel),,,3539.0,114.0,P-124 CB 360 8x4 NZ 2p (diesel),Dezembro/2019,P-124
8233,3540,114,513095-6,P-124 CB 400 6x4 NZ 2p (diesel),,,3540.0,114.0,P-124 CB 400 6x4 NZ 2p (diesel),Dezembro/2019,P-124
8234,3541,114,513126-0,P-124 CB 400 8x4 NZ 2p (diesel),,,3541.0,114.0,P-124 CB 400 8x4 NZ 2p (diesel),Dezembro/2019,P-124
8235,3542,114,513101-4,P-124 CB 420 6x4 NZ 2p (diesel),,,3542.0,114.0,P-124 CB 420 6x4 NZ 2p (diesel),Dezembro/2019,P-124
8236,3924,114,513134-0,P-124 CB 420 8x4 NZ 2p (diesel),,,3924.0,114.0,P-124 CB 420 8x4 NZ 2p (diesel),Dezembro/2019,P-124
8237,3543,114,513092-1,P-124 GA 360 4x2 NZ 2p (diesel),,,3543.0,114.0,P-124 GA 360 4x2 NZ 2p (diesel),Dezembro/2019,P-124
8238,5606,114,513212-6,P-124 GA 420 6x4 NA 2p (diesel),,,5606.0,114.0,P-124 GA 420 6x4 NA 2p (diesel),Dezembro/2019,P-124
8239,6228,114,513256-8,P-124 LA 360 6x2 NA 2p (diesel),,,6228.0,114.0,P-124 LA 360 6x2 NA 2p (diesel),Dezembro/2019,P-124
8240,4153,114,513140-5,P-124 LA 420 6x2 NA 2p (diesel),,,4153.0,114.0,P-124 LA 420 6x2 NA 2p (diesel),Dezembro/2019,P-124
8241,4884,114,513185-5,P-230 B 4x2 2p (diesel),,,4884.0,114.0,P-230 B 4x2 2p (diesel),Dezembro/2019,P-230
8242,8610,114,513279-7,P-250 A 4x2 2p (diesel)(E5),,,8610.0,114.0,P-250 A 4x2 2p (diesel)(E5),Dezembro/2019,P-250
8243,5799,114,513242-8,P-250 B 4x2 2p (diesel) (E5),,,5799.0,114.0,P-250 B 4x2 2p (diesel) (E5),Dezembro/2019,P-250
8244,5800,114,513243-6,P-250 B 6x2 2p (diesel) (E5),,,5800.0,114.0,P-250 B 6x2 2p (diesel) (E5),Dezembro/2019,P-250
8245,5811,114,513230-4,P-250 B 6x4 2p (diesel) (E5),,,5811.0,114.0,P-250 B 6x4 2p (diesel) (E5),Dezembro/2019,P-250
8246,5801,114,513244-4,P-250 B 8x2 2p (diesel) (E5),,,5801.0,114.0,P-250 B 8x2 2p (diesel) (E5),Dezembro/2019,P-250
8247,5812,114,513231-2,P-250 B 8x4 2p (diesel) (E5),,,5812.0,114.0,P-250 B 8x4 2p (diesel) (E5),Dezembro/2019,P-250
8248,4608,114,513156-1,P-270 A 4x2 2p (diesel),,,4608.0,114.0,P-270 A 4x2 2p (diesel),Dezembro/2019,P-270
8249,4885,114,513184-7,P-270 B 4x2 2p (diesel),,,4885.0,114.0,P-270 B 4x2 2p (diesel),Dezembro/2019,P-270
8250,4886,114,513186-3,P-270 B 6x2 2p (diesel),,,4886.0,114.0,P-270 B 6x2 2p (diesel),Dezembro/2019,P-270
8251,8611,114,513280-0,P-280 A 4x2 2p (diesel)(E5),,,8611.0,114.0,P-280 A 4x2 2p (diesel)(E5),Dezembro/2019,P-280
8252,8612,114,513296-7,P-280 B 4x2 2p (diesel)(E5),,,8612.0,114.0,P-280 B 4x2 2p (diesel)(E5),Dezembro/2019,P-280
8253,8726,114,513318-1,P-280 B 6x2 2p (diesel)(E5),,,8726.0,114.0,P-280 B 6x2 2p (diesel)(E5),Dezembro/2019,P-280
8254,8980,114,513325-4,P-280 B 6x4 2p (diesel)(E5),,,,,,,
8255,8613,114,513298-3,P-280 B 8x2 2p (diesel)(E5),,,8613.0,114.0,P-280 B 8x2 2p (diesel)(E5),Dezembro/2019,P-280
8256,4609,114,513157-0,P-310 A 4x2 2p (diesel),,,4609.0,114.0,P-310 A 4x2 2p (diesel),Dezembro/2019,P-310
8257,5829,114,513214-2,P-310 A 4x2 2p (diesel) (E5),,,5829.0,114.0,P-310 A 4x2 2p (diesel) (E5),Dezembro/2019,P-310
8258,6572,114,513258-4,P-310 B 4x2 2p (diesel)(E5),,,6572.0,114.0,P-310 B 4x2 2p (diesel)(E5),Dezembro/2019,P-310
8259,6031,114,513252-5,P-310 B 6x2 2p (diesel) (E5),,,6031.0,114.0,P-310 B 6x2 2p (diesel) (E5),Dezembro/2019,P-310
8260,4610,114,513178-2,P-310 B 6x4 2p (diesel),,,4610.0,114.0,P-310 B 6x4 2p (diesel),Dezembro/2019,P-310
8261,5813,114,513232-0,P-310 B 6x4 2p (diesel) (E5),,,5813.0,114.0,P-310 B 6x4 2p (diesel) (E5),Dezembro/2019,P-310
8262,5802,114,513245-2,P-310 B 8x2 (diesel) (E5),,,5802.0,114.0,P-310 B 8x2 (diesel) (E5),Dezembro/2019,P-310
8263,5828,114,513213-4,P-310 B 8x2 2p (diesel),,,5828.0,114.0,P-310 B 8x2 2p (diesel),Dezembro/2019,P-310
8264,4611,114,513179-0,P-310 B 8x4 2p (diesel),,,4611.0,114.0,P-310 B 8x4 2p (diesel),Dezembro/2019,P-310
8265,5814,114,513233-9,P-310 B 8x4 2p (diesel) (E5),,,5814.0,114.0,P-310 B 8x4 2p (diesel) (E5),Dezembro/2019,P-310
8266,8614,114,513281-9,P-320 A 4x2 2p (diesel)(E5),,,8614.0,114.0,P-320 A 4x2 2p (diesel)(E5),Dezembro/2019,P-320
8267,8615,114,513297-5,P-320 B 4x2 2p (diesel)(E5),,,8615.0,114.0,P-320 B 4x2 2p (diesel)(E5),Dezembro/2019,P-320
8268,8616,114,513299-1,P-320 B 6x2 2p (diesel)(E5),,,8616.0,114.0,P-320 B 6x2 2p (diesel)(E5),Dezembro/2019,P-320
8269,8764,114,513321-1,P-320 B 6x4 2p (diesel)(E5),,,8764.0,114.0,P-320 B 6x4 2p (diesel)(E5),Dezembro/2019,P-320
8270,8617,114,513300-9,P-320 B 8x2 2p (diesel)(E5),,,8617.0,114.0,P-320 B 8x2 2p (diesel)(E5),Dezembro/2019,P-320
8271,4612,114,513158-8,P-340 A 4x2 2p (diesel),,,4612.0,114.0,P-340 A 4x2 2p (diesel),Dezembro/2019,P-340
8272,5019,114,513189-8,P-340 A 6x2 2p (diesel),,,5019.0,114.0,P-340 A 6x2 2p (diesel),Dezembro/2019,P-340
8273,5573,114,513211-8,P-340 B 6x4 2p (diesel),,,5573.0,114.0,P-340 B 6x4 2p (diesel),Dezembro/2019,P-340
8274,5830,114,513215-0,P-360 A 4x2 2p (diesel) (E5),,,5830.0,114.0,P-360 A 4x2 2p (diesel) (E5),Dezembro/2019,P-360
8275,5831,114,513216-9,P-360 A 6x2 2p (diesel) (E5),,,5831.0,114.0,P-360 A 6x2 2p (diesel) (E5),Dezembro/2019,P-360
8276,6949,114,513259-2,P-360 B 6x2 2p (diesel)(E5),,,6949.0,114.0,P-360 B 6x2 2p (diesel)(E5),Dezembro/2019,P-360
8277,5815,114,513234-7,P-360 B 6x4 2p (diesel) (E5),,,5815.0,114.0,P-360 B 6x4 2p (diesel) (E5),Dezembro/2019,P-360
8278,8727,114,513317-3,P-360 B 8x2 2p (diesel)(E5),,,8727.0,114.0,P-360 B 8x2 2p (diesel)(E5),Dezembro/2019,P-360
8279,8174,114,513267-3,P-360 B 8x4 2p (diesel)(E5),,,8174.0,114.0,P-360 B 8x4 2p (diesel)(E5),Dezembro/2019,P-360
8280,8944,114,513324-6,P-410 A 6x2 2p (diesel)(E5),,,8944.0,114.0,P-410 A 6x2 2p (diesel)(E5),Dezembro/2019,P-410
8281,8728,114,513315-7,P-410 B 6x4 2p (diesel)(E5),,,8728.0,114.0,P-410 B 6x4 2p (diesel)(E5),Dezembro/2019,P-410
8282,4613,114,513183-9,P-420 A 6x4 2p (diesel),,,4613.0,114.0,P-420 A 6x4 2p (diesel),Dezembro/2019,P-420
8283,4614,114,513180-4,P-420 B 6x4 2p (diesel),,,4614.0,114.0,P-420 B 6x4 2p (diesel),Dezembro/2019,P-420
8284,4626,114,513181-2,P-420 B 8x4 2p (diesel),,,4626.0,114.0,P-420 B 8x4 2p (diesel),Dezembro/2019,P-420
8285,3544,114,513039-5,P-93 H 250 4x2 2p (diesel),,,3544.0,114.0,P-93 H 250 4x2 2p (diesel),Dezembro/2019,P-93
8286,3545,114,513040-9,P-94 CB 260 6x4 NZ 2p (diesel),,,3545.0,114.0,P-94 CB 260 6x4 NZ 2p (diesel),Dezembro/2019,P-94
8287,3546,114,513124-3,P-94 CB 270 6x4 NZ 2p (diesel),,,3546.0,114.0,P-94 CB 270 6x4 NZ 2p (diesel),Dezembro/2019,P-94
8288,3547,114,513125-1,P-94 CB 310 6x4 NZ 2p (diesel),,,3547.0,114.0,P-94 CB 310 6x4 NZ 2p (diesel),Dezembro/2019,P-94
8289,3548,114,513097-2,P-94 DB 220 4x2 NZ 2p (diesel),,,3548.0,114.0,P-94 DB 220 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8290,3549,114,513121-9,P-94 DB 230 4x2 NZ 2p (diesel),,,3549.0,114.0,P-94 DB 230 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8291,3550,114,513041-7,P-94 DB 260 4x2 NZ 2p (diesel),,,3550.0,114.0,P-94 DB 260 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8292,3551,114,513042-5,P-94 DB 260 6x2 NA 2p (diesel),,,3551.0,114.0,P-94 DB 260 6x2 NA 2p (diesel),Dezembro/2019,P-94
8293,3552,114,513122-7,P-94 DB 270 4x2 NZ 2p (diesel),,,3552.0,114.0,P-94 DB 270 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8294,3553,114,513123-5,P-94 DB 270 6x2 NA 2p (diesel),,,3553.0,114.0,P-94 DB 270 6x2 NA 2p (diesel),Dezembro/2019,P-94
8295,3554,114,513043-3,P-94 GA 260 4x2 NZ 2p (diesel),,,3554.0,114.0,P-94 GA 260 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8296,3925,114,513137-5,P-94 GA 270 4x2 NZ 2p (diesel),,,3925.0,114.0,P-94 GA 270 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8297,3555,114,513117-0,P-94 GA 300 4x2 NZ 2p (diesel),,,3555.0,114.0,P-94 GA 300 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8298,3556,114,513119-7,P-94 GA 310 4x2 NZ 2p (diesel),,,3556.0,114.0,P-94 GA 310 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8299,4254,114,513141-3,P-94 GB 230 4x2 NZ 2p (diesel),,,4254.0,114.0,P-94 GB 230 4x2 NZ 2p (diesel),Dezembro/2019,P-94
8300,3557,114,513112-0,R-113 E 310 6x4 2p (diesel),,,3557.0,114.0,R-113 E 310 6x4 2p (diesel),Dezembro/2019,R-113
8301,3558,114,513044-1,R-113 E 320 6x4 2p (diesel),,,3558.0,114.0,R-113 E 320 6x4 2p (diesel),Dezembro/2019,R-113
8302,3559,114,513113-8,R-113 E 360 6x4 2p (diesel),,,3559.0,114.0,R-113 E 360 6x4 2p (diesel),Dezembro/2019,R-113
8303,3560,114,513045-0,R-113 H 320 4x2 2p (diesel),,,3560.0,114.0,R-113 H 320 4x2 2p (diesel),Dezembro/2019,R-113
8304,3561,114,513046-8,R-113 H 360 4x2 2p (diesel),,,3561.0,114.0,R-113 H 360 4x2 2p (diesel),Dezembro/2019,R-113
8305,3562,114,513109-0,R-113 H 360 4x2 Top-Line 2p (diesel),,,3562.0,114.0,R-113 H 360 4x2 Top-Line 2p (diesel),Dezembro/2019,R-113
8306,3563,114,513047-6,R-114 GA 320 4x2 NZ 2p (diesel),,,3563.0,114.0,R-114 GA 320 4x2 NZ 2p (diesel),Dezembro/2019,R-114
8307,3564,114,513048-4,R-114 GA 330 4x2 NZ 2p (diesel),,,3564.0,114.0,R-114 GA 330 4x2 NZ 2p (diesel),Dezembro/2019,R-114
8308,3565,114,513049-2,R-114 GA 360 4x2 NZ 2p (diesel),,,3565.0,114.0,R-114 GA 360 4x2 NZ 2p (diesel),Dezembro/2019,R-114
8309,3566,114,513131-6,R-114 GA 380 4x2 NZ 2p (diesel),,,3566.0,114.0,R-114 GA 380 4x2 NZ 2p (diesel),Dezembro/2019,R-114
8310,3567,114,513132-4,R-114 GA 380 6x2 NZ/4x2 3-Eixos 2p (die),,,3567.0,114.0,R-114 GA 380 6x2 NZ/4x2 3-Eixos 2p (die),Dezembro/2019,R-114
8311,3568,114,513050-6,R-114 GB 320 4x2 NZ 2p (diesel),,,3568.0,114.0,R-114 GB 320 4x2 NZ 2p (diesel),Dezembro/2019,R-114
8312,3569,114,513084-0,R-114 GB 330 4x2 2p (diesel),,,3569.0,114.0,R-114 GB 330 4x2 2p (diesel),Dezembro/2019,R-114
8313,3570,114,513051-4,R-114 GB 360 4x2 NZ 2p (diesel),,,3570.0,114.0,R-114 GB 360 4x2 NZ 2p (diesel),Dezembro/2019,R-114
8314,4269,114,513142-1,R-114 LA 380 4x2 NA 2p (diesel),,,4269.0,114.0,R-114 LA 380 4x2 NA 2p (diesel),Dezembro/2019,R-114
8315,3571,114,513133-2,R-114 LA 380 6x2 NA 2p (diesel),,,3571.0,114.0,R-114 LA 380 6x2 NA 2p (diesel),Dezembro/2019,R-114
8316,3572,114,513052-2,R-124 GA 360 4x2 NZ 2p (diesel) / Millen,,,3572.0,114.0,R-124 GA 360 4x2 NZ 2p (diesel) / Millen,Dezembro/2019,R-124
8317,3926,114,513136-7,R-124 GA 360 6x2 NZ/4x2 3-Eixos 2p (die),,,3926.0,114.0,R-124 GA 360 6x2 NZ/4x2 3-Eixos 2p (die),Dezembro/2019,R-124
8318,3573,114,513053-0,R-124 GA 360 6x4 NZ 2p (diesel),,,3573.0,114.0,R-124 GA 360 6x4 NZ 2p (diesel),Dezembro/2019,R-124
8319,3574,114,513087-5,R-124 GA 400 4x2 NZ 2p (diesel),,,3574.0,114.0,R-124 GA 400 4x2 NZ 2p (diesel),Dezembro/2019,R-124
8320,3575,114,513107-3,R-124 GA 400 6x4 NZ 2p (diesel),,,3575.0,114.0,R-124 GA 400 6x4 NZ 2p (diesel),Dezembro/2019,R-124
8321,3576,114,513054-9,R-124 GA 420 4x2 NZ 2p (diesel) / Millen,,,3576.0,114.0,R-124 GA 420 4x2 NZ 2p (diesel) / Millen,Dezembro/2019,R-124
8322,3927,114,513135-9,R-124 GA 420 6x2 NZ/4x2 3-Eixos 2p (die),,,3927.0,114.0,R-124 GA 420 6x2 NZ/4x2 3-Eixos 2p (die),Dezembro/2019,R-124
8323,3577,114,513055-7,R-124 GA 420 6x4 NZ 2p (diesel),,,3577.0,114.0,R-124 GA 420 6x4 NZ 2p (diesel),Dezembro/2019,R-124
8324,4449,114,513143-0,R-124 GA 470 6x2 NZ 2p (diesel),,,4449.0,114.0,R-124 GA 470 6x2 NZ 2p (diesel),Dezembro/2019,R-124
8325,3578,114,513056-5,R-124 GB 360 4x2 NZ 2p (diesel),,,3578.0,114.0,R-124 GB 360 4x2 NZ 2p (diesel),Dezembro/2019,R-124
8326,3579,114,513116-2,R-124 GB 360 6x4 NZ 2p (diesel),,,3579.0,114.0,R-124 GB 360 6x4 NZ 2p (diesel),Dezembro/2019,R-124
8327,3580,114,513096-4,R-124 GB 400 4x2 NZ 2p (diesel),,,3580.0,114.0,R-124 GB 400 4x2 NZ 2p (diesel),Dezembro/2019,R-124
8328,3581,114,513057-3,R-124 GB 420 4x2 NZ 2p (diesel),,,3581.0,114.0,R-124 GB 420 4x2 NZ 2p (diesel),Dezembro/2019,R-124
8329,3582,114,513058-1,R-124 LA 360 4x2 NA 2p (diesel),,,3582.0,114.0,R-124 LA 360 4x2 NA 2p (diesel),Dezembro/2019,R-124
8330,3583,114,513059-0,R-124 LA 360 6x2 NA 2p (diesel),,,3583.0,114.0,R-124 LA 360 6x2 NA 2p (diesel),Dezembro/2019,R-124
8331,3584,114,513089-1,R-124 LA 400 4x2 NA 2p (diesel),,,3584.0,114.0,R-124 LA 400 4x2 NA 2p (diesel),Dezembro/2019,R-124
8332,3585,114,513090-5,R-124 LA 400 6x2 NA 2p (diesel),,,3585.0,114.0,R-124 LA 400 6x2 NA 2p (diesel),Dezembro/2019,R-124
8333,3586,114,513060-3,R-124 LA 420 4x2 NA 2p (diesel),,,3586.0,114.0,R-124 LA 420 4x2 NA 2p (diesel),Dezembro/2019,R-124
8334,3587,114,513061-1,R-124 LA 420 6x2 NA 2p (diesel),,,3587.0,114.0,R-124 LA 420 6x2 NA 2p (diesel),Dezembro/2019,R-124
8335,3588,114,513120-0,R-124 LA 420 6x4 NA 2p (diesel),,,3588.0,114.0,R-124 LA 420 6x4 NA 2p (diesel),Dezembro/2019,R-124
8336,3589,114,513062-0,R-143 E 450 6x4 2p (diesel),,,3589.0,114.0,R-143 E 450 6x4 2p (diesel),Dezembro/2019,R-143
8337,3590,114,513063-8,R-143 H 450 4x2 2p (diesel),,,3590.0,114.0,R-143 H 450 4x2 2p (diesel),Dezembro/2019,R-143
8338,3591,114,513106-5,R-164 CA 480 8x4 NZ 2p (diesel),,,3591.0,114.0,R-164 CA 480 8x4 NZ 2p (diesel),Dezembro/2019,R-164
8339,3592,114,513102-2,R-164 GA 480 4x2 NZ 2p (diesel),,,3592.0,114.0,R-164 GA 480 4x2 NZ 2p (diesel),Dezembro/2019,R-164
8340,3593,114,513103-0,R-164 GA 480 6x4 NZ 2p (diesel),,,3593.0,114.0,R-164 GA 480 6x4 NZ 2p (diesel),Dezembro/2019,R-164
8341,3594,114,513130-8,R-164 LA 480 6x2 NA 2p (diesel),,,3594.0,114.0,R-164 LA 480 6x2 NA 2p (diesel),Dezembro/2019,R-164
8342,5206,114,513190-1,R-380 A 4x2 3-Eixos/A 6x2 2p (diesel),,,5206.0,114.0,R-380 A 4x2 2p (diesel),Dezembro/2019,R-380
8343,5207,114,513191-0,R-380 A 6x2 2p (diesel),,,5207.0,114.0,R-380 A 6x2 2p (diesel),Dezembro/2019,R-380
8344,5944,114,513251-7,R-400 A 4x2 2p (diesel) (E5),,,5944.0,114.0,R-400 A 4x2 2p (diesel) (E5),Dezembro/2019,R-400
8345,5919,114,513248-7,R-400 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),,,5919.0,114.0,R-400 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),Dezembro/2019,R-400
8346,6042,114,513254-1,R-400 A 4x2 HIGHLINE 2p (diesel)(E5),,,6042.0,114.0,R-400 A 4x2 HIGHLINE 2p (diesel)(E5),Dezembro/2019,R-400
8347,6199,114,513255-0,R-400 A 6x2 HIGHLINE 2p (diesel)(E5),,,6199.0,114.0,R-400 A 6x2 HIGHLINE 2p (diesel)(E5),Dezembro/2019,R-400
8348,8618,114,513283-5,R-410 A 4x2 2p (diesel)(E5),,,8618.0,114.0,R-410 A 4x2 2p (diesel)(E5),Dezembro/2019,R-410
8349,8619,114,513286-0,R-410 A 6x2 2p (diesel)(E5),,,8619.0,114.0,R-410 A 6x2 2p (diesel)(E5),Dezembro/2019,R-410
8350,5290,114,513193-6,R-420 A 4x2 2p (diesel),,,5290.0,114.0,R-420 A 4x2 2p (diesel),Dezembro/2019,R-420
8351,5231,114,513192-8,R-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),,,5231.0,114.0,R-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),Dezembro/2019,R-420
8352,4615,114,513170-7,R-420 A 4x2 HIG. 3-Eixos/A 6x2 2p (die.),,,4615.0,114.0,R-420 A 4x2 HIG. 3-Eixos/A 6x2 2p (die.),Dezembro/2019,R-420
8353,5323,114,513195-2,R-420 A 4x2 HIGHLINE 2p (diesel),,,5323.0,114.0,R-420 A 4x2 HIGHLINE 2p (diesel),Dezembro/2019,R-420
8354,5324,114,513194-4,R-420 A 6x4 2p (diesel),,,5324.0,114.0,R-420 A 6x4 2p (diesel),Dezembro/2019,R-420
8355,4616,114,513171-5,R-420 A 6x4 HIGHLINE 2p (diesel),,,4616.0,114.0,R-420 A 6x4 HIGHLINE 2p (diesel),Dezembro/2019,R-420
8356,4488,114,513147-2,R-420 LA 4x2 HZ HIG. 3-Eixos 2p (diesel),,,4488.0,114.0,R-420 LA 4x2 HZ HIG. 3-Eixos 2p (diesel),Dezembro/2019,R-420
8357,4489,114,513144-8,R-420 LA 6x2 NA HIGHLINE 2p (diesel),,,4489.0,114.0,R-420 LA 6x2 NA HIGHLINE 2p (diesel),Dezembro/2019,R-420
8358,4490,114,513146-4,R-420 LA 6x4 HZ HIGHLINE 2p (diesel),,,4490.0,114.0,R-420 LA 6x4 HZ HIGHLINE 2p (diesel),Dezembro/2019,R-420
8359,4491,114,513145-6,R-420 LA 6x4 NA HIGHLINE 2p (diesel),,,4491.0,114.0,R-420 LA 6x4 NA HIGHLINE 2p (diesel),Dezembro/2019,R-420
8360,5325,114,513197-9,R-440 A 4x2 2p (diesel),,,5325.0,114.0,R-440 A 4x2 2p (diesel),Dezembro/2019,R-440
8361,5824,114,513219-3,R-440 A 4x2 2p (diesel) (E5),,,5824.0,114.0,R-440 A 4x2 2p (diesel) (E5),Dezembro/2019,R-440
8362,5326,114,513198-7,R-440 A 4x2 3-Eixos/ A 6x2 2p (diesel),,,5326.0,114.0,R-440 A 4x2 3-Eixos/ A 6x2 2p (diesel),Dezembro/2019,R-440
8363,5825,114,513220-7,R-440 A 4x2 3-Eixos/A 6x2 2p(dies.) (E5),,,5825.0,114.0,R-440 A 4x2 3-Eixos/A 6x2 2p(dies.) (E5),Dezembro/2019,R-440
8364,5803,114,513246-0,R-440 A 4x2 HIG. 3-E./A 6x2  (die.) (E5),,,5803.0,114.0,R-440 A 4x2 HIG. 3-E./A 6x2  (die.) (E5),Dezembro/2019,R-440
8365,4617,114,513172-3,R-440 A 4x2 HIG. 3-Eixos/A 6x2 2p (die.),,,4617.0,114.0,R-440 A 4x2 HIG. 3-Eixos/A 6x2 2p (die.),Dezembro/2019,R-440
8366,7115,114,513261-4,R-440 A 4x2 HIGHLINE (diesel)(E5),,,7115.0,114.0,R-440 A 4x2 HIGHLINE (diesel)(E5),Dezembro/2019,R-440
8367,5327,114,513199-5,R-440 A 6x4 2p (diesel),,,5327.0,114.0,R-440 A 6x4 2p (diesel),Dezembro/2019,R-440
8368,5826,114,513221-5,R-440 A 6x4 2p (diesel) (E5),,,5826.0,114.0,R-440 A 6x4 2p (diesel) (E5),Dezembro/2019,R-440
8369,5819,114,513226-6,R-440 A 6x4 HIGH./STRE. 2p (diesel) (E5),,,5819.0,114.0,R-440 A 6x4 HIGH./STRE. 2p (diesel) (E5),Dezembro/2019,R-440
8370,4618,114,513173-1,R-440 A 6x4 HIGHLINE 2p (diesel),,,4618.0,114.0,R-440 A 6x4 HIGHLINE 2p (diesel),Dezembro/2019,R-440
8371,7416,114,513264-9,R-440 A 8x2 2p (diesel)(E5),,,7416.0,114.0,R-440 A 8x2 2p (diesel)(E5),Dezembro/2019,R-440
8372,7417,114,513263-0,R-440 A 8x2 HIGH.STREAM. 2p (diesel)(E5),,,7417.0,114.0,R-440 A 8x2 HIGH.STREAM. 2p (diesel)(E5),Dezembro/2019,R-440
8373,8310,114,513276-2,R-440 B 4x2 HIGHLINE 2p (diesel) (E5),,,8310.0,114.0,R-440 B 4x2 HIGHLINE 2p (diesel) (E5),Dezembro/2019,R-440
8374,4492,114,513148-0,R-440 LA 4x2 HZ HIG. 3-Eixos 2p (diesel),,,4492.0,114.0,R-440 LA 4x2 HZ HIG. 3-Eixos 2p (diesel),Dezembro/2019,R-440
8375,8620,114,513284-3,R-450 A 4x2 2p (diesel)(E5),,,8620.0,114.0,R-450 A 4x2 2p (diesel)(E5),Dezembro/2019,R-450
8376,8311,114,513274-6,R-450 A 6x2 2p (diesel)(E5),,,8311.0,114.0,R-450 A 6x2 2p (diesel)(E5),Dezembro/2019,R-450
8377,8269,114,513272-0,R-450 A 6x2 HIGH./STRE. 2p (diesel)(E5),,,8269.0,114.0,R-450 A 6x2 HIGH./STRE. 2p (diesel)(E5),Dezembro/2019,R-450
8378,8312,114,513273-8,R-450 A 6x4 2p (diesel)(E5),,,8312.0,114.0,R-450 A 6x4 2p (diesel)(E5),Dezembro/2019,R-450
