,0_novo,1_novo,2,3_novo,4_novo,5_novo,0_velho,1_velho,3_velho,4_velho,5_velho
4345,1921,44,024051-6,406 Sedan 2.0 Mec.,,,1921.0,44.0,406 Sedan 2.0 Mec.,Dezembro/2019,406
4346,1922,44,024075-3,406 Sedan 3.0 V6 24V,,,1922.0,44.0,406 Sedan 3.0 V6 24V,Dezembro/2019,406
4347,1923,44,024035-4,406 ST 2.0 16V  Mec,,,1923.0,44.0,406 ST 2.0 16V  Mec,Dezembro/2019,406
4348,1924,44,024020-6,406 ST/ SVA 2.0 16V Aut,,,1924.0,44.0,406 ST/ SVA 2.0 16V Aut,Dezembro/2019,406
4349,1925,44,024037-0,406 SV 2.0 16V,,,1925.0,44.0,406 SV 2.0 16V,Dezembro/2019,406
4350,1926,44,024060-5,406 SVA 3.0 24V,,,1926.0,44.0,406 SVA 3.0 24V,Dezembro/2019,406
4351,1927,44,024025-7,406 SVE 3.0 24V,,,1927.0,44.0,406 SVE 3.0 24V,Dezembro/2019,406
4352,4343,44,024139-3,407 Sed. Allure 2.0 16V 4p Aut.,,,4343.0,44.0,407 Sed. Allure 2.0 16V 4p Aut.,Dezembro/2019,407
4353,4344,44,024140-7,407 Sed. Feline 3.0 V6 211cv 4p Aut.,,,4344.0,44.0,407 Sed. Feline 3.0 V6 211cv 4p Aut.,Dezembro/2019,407
4354,4345,44,024141-5,407 Sed. Griffe 3.0 V6 211cv 4p Aut.,,,4345.0,44.0,407 Sed. Griffe 3.0 V6 211cv 4p Aut.,Dezembro/2019,407
4355,1928,44,024115-6,407 Sedan 2.0 16V  138cv 4p Aut.,,,1928.0,44.0,407 Sedan 2.0 16V  138cv 4p Aut.,Dezembro/2019,407
4356,1929,44,024116-4,407 Sedan 3.0 V6 211cv 4p Aut.,,,1929.0,44.0,407 Sedan 3.0 V6 211cv 4p Aut.,Dezembro/2019,407
4357,1930,44,024117-2,407 SW 2.0 16V 5p Aut.,,,1930.0,44.0,407 SW 2.0 16V 5p Aut.,Dezembro/2019,407
4358,1931,44,024118-0,407 SW 3.0 V6 211cv 5p Aut.,,,1931.0,44.0,407 SW 3.0 V6 211cv 5p Aut.,Dezembro/2019,407
4359,4346,44,024142-3,407 SW Allure 2.0 16V 5p Aut.,,,4346.0,44.0,407 SW Allure 2.0 16V 5p Aut.,Dezembro/2019,407
4360,4347,44,024143-1,407 SW Feline 3.0 V6 211cv 5p Aut.,,,4347.0,44.0,407 SW Feline 3.0 V6 211cv 5p Aut.,Dezembro/2019,407
4361,8420,44,024241-1,408 Sed. Bus. Pro 1.6 TB Flex Aut.(PCD),,,8420.0,44.0,408 Sed. Bus. Pro 1.6 TB Flex Aut.(PCD),Dezembro/2019,408
4362,7745,44,024226-8,408 Sed. Business 1.6 TB Flex 16V 4p Aut,,,7745.0,44.0,408 Sed. Business 1.6 TB Flex 16V 4p Aut,Dezembro/2019,408
4363,7985,44,024228-4,408 Sed. R.Garros 1.6 TB Flex 16V 4p Aut,,,7985.0,44.0,408 Sed. R.Garros 1.6 TB Flex 16V 4p Aut,Dezembro/2019,408
4364,5504,44,024177-6,408 Sedan Allure 2.0 Flex 16V 4p Aut.,,,5504.0,44.0,408 Sedan Allure 2.0 Flex 16V 4p Aut.,Dezembro/2019,408
4365,5505,44,024178-4,408 Sedan Allure 2.0 Flex 16V 4p Mec.,,,5505.0,44.0,408 Sedan Allure 2.0 Flex 16V 4p Mec.,Dezembro/2019,408
4366,5506,44,024179-2,408 Sedan Feline 2.0 Flex 16V 4p Aut.,,,5506.0,44.0,408 Sedan Feline 2.0 Flex 16V 4p Aut.,Dezembro/2019,408
4367,7710,44,024224-1,408 Sedan Griffe 1.6 TB Flex 16V 4p Aut.,,,7710.0,44.0,408 Sedan Griffe 1.6 TB Flex 16V 4p Aut.,Dezembro/2019,408
4368,5906,44,024185-7,408 Sedan Griffe 1.6 Turbo 16V 4p Aut.,,,5906.0,44.0,408 Sedan Griffe 1.6 Turbo 16V 4p Aut.,Dezembro/2019,408
4369,5507,44,024180-6,408 Sedan Griffe 2.0 Flex 16V 4p Aut.,,,5507.0,44.0,408 Sedan Griffe 2.0 Flex 16V 4p Aut.,Dezembro/2019,408
4370,7169,44,024209-8,408 Sedan Limited 2.0 Flex 16V 4p Aut.,,,7169.0,44.0,408 Sedan Limited 2.0 Flex 16V 4p Aut.,Dezembro/2019,408
4371,8244,44,024235-7,5008 Griffe 1.6 Turbo 16V 5p Aut.,,,8244.0,44.0,5008 Griffe 1.6 Turbo 16V 5p Aut.,Dezembro/2019,5008
4372,8288,44,024236-5,5008 Griffe Pack 1.6 Turbo 16V 5p Aut.,,,8288.0,44.0,5008 Griffe Pack 1.6 Turbo 16V 5p Aut.,Dezembro/2019,5008
4373,1932,44,024049-4,504 GD 2.3 Diesel,,,1932.0,44.0,504 GD 2.3 Diesel,Dezembro/2019,504
4374,1933,44,024050-8,504 GRD 2.3 Diesel,,,1933.0,44.0,504 GRD 2.3 Diesel,Dezembro/2019,504
4375,1934,44,024061-3,505 SR/ SRi/ SRX,,,1934.0,44.0,505 SR/ SRi/ SRX,Dezembro/2019,505
4376,6072,44,024190-3,508 THP 1.6 Turbo 16V 4p Aut.,,,6072.0,44.0,508 THP 1.6 Turbo 16V 4p Aut.,Dezembro/2019,508
4377,1935,44,024062-1,605 SRi 3.0,,,1935.0,44.0,605 SRi 3.0,Dezembro/2019,605
4378,1936,44,024015-0,605 SRi/ SLi 2.0,,,1936.0,44.0,605 SRi/ SLi 2.0,Dezembro/2019,605
4379,1937,44,024016-8,605 SV 3.0 Aut.,,,1937.0,44.0,605 SV 3.0 Aut.,Dezembro/2019,605
4380,1938,44,024053-2,605 SV-3 3.0 V6 24V,,,1938.0,44.0,605 SV-3 3.0 V6 24V,Dezembro/2019,605
4381,1939,44,024079-6,607 Sedan 3.0 V6,,,1939.0,44.0,607 Sedan 3.0 V6,Dezembro/2019,607
4382,1940,44,024022-2,806 ST Turbo,,,1940.0,44.0,806 ST Turbo,Dezembro/2019,806
4383,1941,44,024017-6,806 SV 2.0 Turbo,,,1941.0,44.0,806 SV 2.0 Turbo,Dezembro/2019,806
4384,1942,44,024108-3,807 2.0 16V 138cv 5p Aut.,,,1942.0,44.0,807 2.0 16V 138cv 5p Aut.,Dezembro/2019,807
4385,5076,44,024162-8,Boxer 2.3 Furg.TB Dies. Curto/Médio,,,5076.0,44.0,Boxer 2.3 Furg.TB Dies. Curto/Médio,Dezembro/2019,Boxer
4386,5077,44,024163-6,Boxer 2.3 Furg.TB Dies. Méd/ LongoT.Alto,,,5077.0,44.0,Boxer 2.3 Furg.TB Dies. Méd/ LongoT.Alto,Dezembro/2019,Boxer
4387,5597,44,024181-4,Boxer 2.3 LH Executive 15/16L TB Diesel,,,5597.0,44.0,Boxer 2.3 LH Executive 15/16L TB Diesel,Dezembro/2019,Boxer
4388,5112,44,024166-0,Boxer 2.3 Minibus 15/16L TB Diesel.,,,5112.0,44.0,Boxer 2.3 Minibus 15/16L TB Diesel.,Dezembro/2019,Boxer
4389,1943,44,024021-4,Boxer 2.5 Diesel,,,1943.0,44.0,Boxer 2.5 Diesel,Dezembro/2019,Boxer
4390,1944,44,024054-0,Boxer 2.8 10Lug. Diesel,,,1944.0,44.0,Boxer 2.8 10Lug. Diesel,Dezembro/2019,Boxer
4391,1947,44,024094-0,Boxer 2.8 Furg. TB Dies. Méd/LongoT.Alto,,,1947.0,44.0,Boxer 2.8 Furg. TB Dies. Méd/LongoT.Alto,Dezembro/2019,Boxer
4392,1946,44,024093-1,Boxer 2.8 Furgão Dies/ TB Dies.curto/méd,,,1946.0,44.0,Boxer 2.8 Furgão Dies/ TB Dies.curto/méd,Dezembro/2019,Boxer
4393,1945,44,024073-7,Boxer 2.8 Van Diesel/TB Diesel 15L/16L,,,1945.0,44.0,Boxer 2.8 Van Diesel/TB Diesel 15L/16L,Dezembro/2019,Boxer
4394,8527,44,024244-6,Boxer Business Furgão 2.0 Turbo Diesel,,,8527.0,44.0,Boxer Business Furgão 2.0 Turbo Diesel,Dezembro/2019,Boxer
4395,8929,44,024247-0,Boxer Minibus 2.0 16L Turbo Diesel,,,8929.0,44.0,Boxer Minibus 2.0 16L Turbo Diesel,Dezembro/2019,Boxer
4396,8105,44,024233-0,Expert Business 1.6 Turbo Diesel,,,8105.0,44.0,Expert Business 1.6 Turbo Diesel,Dezembro/2019,Expert
4397,8106,44,024232-2,Expert Business Pack 1.6 Turbo Diesel,,,8106.0,44.0,Expert Business Pack 1.6 Turbo Diesel,Dezembro/2019,Expert
4398,8505,44,024243-8,Expert Minibus 1.6 Turbo Diesel,,,8505.0,44.0,Expert Minibus 1.6 Turbo Diesel,Dezembro/2019,Expert
4399,6645,44,024205-5,HOGGAR Active 1.4 Flex 8V 2p,,,6645.0,44.0,HOGGAR Active 1.4 Flex 8V 2p,Dezembro/2019,HOGGAR
4400,6646,44,024206-3,HOGGAR Allure 1.4 Flex 8V 2p,,,6646.0,44.0,HOGGAR Allure 1.4 Flex 8V 2p,Dezembro/2019,HOGGAR
4401,5258,44,024171-7,HOGGAR ESCAPADE 1.6 Flex 16V 2p,,,5258.0,44.0,HOGGAR ESCAPADE 1.6 Flex 16V 2p,Dezembro/2019,HOGGAR
4402,5259,44,024169-5,HOGGAR X-Line 1.4 Flex 8V 2p,,,5259.0,44.0,HOGGAR X-Line 1.4 Flex 8V 2p,Dezembro/2019,HOGGAR
4403,5260,44,024170-9,HOGGAR XR 1.4 Flex 8V 2p,,,5260.0,44.0,HOGGAR XR 1.4 Flex 8V 2p,Dezembro/2019,HOGGAR
4404,5282,44,024172-5,Partner  VAN 1.6  Flex 16V  5p,,,5282.0,44.0,Partner  VAN 1.6  Flex 16V  5p,Dezembro/2019,Partner
4405,5283,44,024173-3,Partner  VAN ESCAPADE 1.6 Flex 16V 5p,,,5283.0,44.0,Partner  VAN ESCAPADE 1.6 Flex 16V 5p,Dezembro/2019,Partner
4406,1948,44,024101-6,Partner Furgão 1.6 16V/ 1.6 16V Flex 3p,,,1948.0,44.0,Partner Furgão 1.6 16V/ 1.6 16V Flex 3p,Dezembro/2019,Partner
4407,1949,44,024063-0,Partner Furgão 1.8 3p,,,1949.0,44.0,Partner Furgão 1.8 3p,Dezembro/2019,Partner
4408,5669,44,024182-2,RCZ 1.6 Turbo 16V 2p Aut.,,,5669.0,44.0,RCZ 1.6 Turbo 16V 2p Aut.,Dezembro/2019,RCZ
4409,1950,45,050001-1,Gran Voyager LE 2.5,,,1950.0,45.0,Gran Voyager LE 2.5,Dezembro/2019,Gran Voyager
4410,1951,45,050002-0,Sundance 2.5,,,1951.0,45.0,Sundance 2.5,Dezembro/2019,Sundance
4411,1952,46,051001-7,Trans-AM 5.7 V8,,,1952.0,46.0,Trans-AM 5.7 V8,Dezembro/2019,Trans-AM
4412,1953,46,051002-5,Trans-Sport SE 3.1,,,1953.0,46.0,Trans-Sport SE 3.1,Dezembro/2019,Trans-Sport
4413,7517,47,035069-9,718 Boxster 2.0 300cv,,,7517.0,47.0,718 Boxster 2.0 300cv,Dezembro/2019,718
4414,8245,47,035103-2,718 Boxster GTS 2.5 365cv,,,8245.0,47.0,718 Boxster GTS 2.5 365cv,Dezembro/2019,718
4415,7518,47,035070-2,718 Boxster S 2.5 350cv,,,7518.0,47.0,718 Boxster S 2.5 350cv,Dezembro/2019,718
4416,7806,47,035084-2,718 Cayman 2.0 300cv,,,7806.0,47.0,718 Cayman 2.0 300cv,Dezembro/2019,718
4417,8220,47,035101-6,718 Cayman GTS 2.5 365cv,,,8220.0,47.0,718 Cayman GTS 2.5 365cv,Dezembro/2019,718
4418,7840,47,035086-9,718 Cayman S 2.5 350cv,,,7840.0,47.0,718 Cayman S 2.5 350cv,Dezembro/2019,718
4419,7987,47,035094-0,911 4 GTS Targa 3.0 24V (991),,,7987.0,47.0,911 4 GTS Targa 3.0 24V (991),Dezembro/2019,911
4420,7597,47,035073-7,911 Carrera 4 Cabriolet 3.0 (991),,,7597.0,47.0,911 Carrera 4 Cabriolet 3.0 370cv (991),Dezembro/2019,911
4421,7598,47,035075-3,911 Carrera 4 Coupe 3.0 (991),,,7598.0,47.0,911 Carrera 4 Coupe 3.0 370cv (991),Dezembro/2019,911
4422,8349,47,035113-0,911 Carrera 4 GTS Cabri. 3.0 24V (991),,,8349.0,47.0,911 Carrera 4 GTS Cabri. 3.0 24V (991),Dezembro/2019,911
4423,7986,47,035093-1,911 Carrera 4 GTS Coupe 3.0 24V (991),,,7986.0,47.0,911 Carrera 4 GTS Coupe 3.0 24V (991),Dezembro/2019,911
4424,7316,47,035066-4,911 Carrera 4 GTS Coupe 3.8 24V (991),,,7316.0,47.0,911 Carrera 4 GTS Coupe 3.8 24V (991),Dezembro/2019,911
4425,7458,47,035068-0,911 Carrera 4 GTS Targa 3.8 24V (991),,,7458.0,47.0,911 Carrera 4 GTS Targa 3.8 24V (991),Dezembro/2019,911
4426,7599,47,035080-0,911 Carrera 4S Cabriolet 3.0 (991/992),,,7599.0,47.0,911 Carrera 4S Cabriolet 3.0 (991/992),Dezembro/2019,911
4427,1954,47,035026-5,911 Carrera 4S Cabriolet-4 3.6/3.8,,,1954.0,47.0,911 Carrera 4S Cabriolet-4 3.6/3.8,Dezembro/2019,911
4428,7600,47,035078-8,911 Carrera 4S Coupe 3.0 (991/992),,,7600.0,47.0,911 Carrera 4S Coupe 3.0 (991/992),Dezembro/2019,911
4429,1955,47,035023-0,911 Carrera 4S Coupe-4 3.6/3.8,,,1955.0,47.0,911 Carrera 4S Coupe-4 3.6/3.8,Dezembro/2019,911
4430,7601,47,035074-5,911 Carrera Cabriolet 3.0 (991),,,7601.0,47.0,911 Carrera Cabriolet 3.0 370cv (991),Dezembro/2019,911
4431,1956,47,035003-6,911 Carrera Cabriolet 3.4/ 3.6 Mec.,,,1956.0,47.0,911 Carrera Cabriolet 3.4/ 3.6 Mec.,Dezembro/2019,911
4432,1957,47,035008-7,911 Carrera Cabriolet 3.4/ 3.6 Tiptronic,,,1957.0,47.0,911 Carrera Cabriolet 3.4/ 3.6 Tiptronic,Dezembro/2019,911
4433,1958,47,035004-4,911 Carrera Cabriolet-4 3.4 Mec.,,,1958.0,47.0,911 Carrera Cabriolet-4 3.4 Mec.,Dezembro/2019,911
4434,1959,47,035018-4,911 Carrera Cabriolet-4 3.4 Tiptronic,,,1959.0,47.0,911 Carrera Cabriolet-4 3.4 Tiptronic,Dezembro/2019,911
4435,1960,47,035001-0,911 Carrera Coupe,,,1960.0,47.0,911 Carrera Coupe,Dezembro/2019,911
4436,7602,47,035076-1,911 Carrera Coupe 3.0 (991/992),,,7602.0,47.0,911 Carrera Coupe 3.0 370cv (991/992),Dezembro/2019,911
4437,5584,47,035047-8,911 Carrera Coupe Black Edi. 3.6/3.4 24V,,,5584.0,47.0,911 Carrera Coupe Black Edi. 3.6/3.4 24V,Dezembro/2019,911
4438,5508,47,035046-0,911 Carrera Coupe GTS 3.8 24V 408cv,,,5508.0,47.0,911 Carrera Coupe GTS 3.8 24V 408cv,Dezembro/2019,911
4439,1961,47,035006-0,911 Carrera Coupe Tiptronic,,,1961.0,47.0,911 Carrera Coupe Tiptronic,Dezembro/2019,911
4440,1962,47,035002-8,911 Carrera Coupe-4 3.4/ 3.6,,,1962.0,47.0,911 Carrera Coupe-4 3.4/ 3.6,Dezembro/2019,911
4441,1963,47,035007-9,911 Carrera Coupe-4 3.4/ 3.6 Tiptronic,,,1963.0,47.0,911 Carrera Coupe-4 3.4/ 3.6 Tiptronic,Dezembro/2019,911
4442,1964,47,035020-6,911 Carrera Evo Cabriolet,,,1964.0,47.0,911 Carrera Evo Cabriolet,Dezembro/2019,911
4443,1965,47,035022-2,911 Carrera Evo Cabriolet-4,,,1965.0,47.0,911 Carrera Evo Cabriolet-4,Dezembro/2019,911
4444,1966,47,035019-2,911 Carrera Evo Coupe,,,1966.0,47.0,911 Carrera Evo Coupe,Dezembro/2019,911
4445,1967,47,035021-4,911 Carrera Evo Coupe-4,,,1967.0,47.0,911 Carrera Evo Coupe-4,Dezembro/2019,911
4446,8041,47,035095-8,911 Carrera GTS Cabriolet 3.0 450cv(991),,,8041.0,47.0,911 Carrera GTS Cabriolet 3.0 450cv(991),Dezembro/2019,911
4447,7317,47,035065-6,911 Carrera GTS Cabriolet 3.8 24V (991),,,7317.0,47.0,911 Carrera GTS Cabriolet 3.8 24V (991),Dezembro/2019,911
4448,7988,47,035091-5,911 Carrera GTS Coupe 3.0 (991),,,7988.0,47.0,911 Carrera GTS Coupe 3.0 (991),Dezembro/2019,911
4449,7318,47,035064-8,911 Carrera GTS Coupe 3.8 24V (991),,,7318.0,47.0,911 Carrera GTS Coupe 3.8 24V (991),Dezembro/2019,911
4450,7043,47,035059-1,911 Carrera S 50th Coupe 3.8 24V(991),,,7043.0,47.0,911 Carrera S 50th Coupe 3.8 24V(991),Dezembro/2019,911
4451,7603,47,035072-9,911 Carrera S Cabriolet 3.0 (991/992),,,7603.0,47.0,911 Carrera S Cabriolet 3.0 (991/992),Dezembro/2019,911
4452,1969,47,035032-0,911 Carrera S Cabriolet 3.8 24V,,,1969.0,47.0,911 Carrera S Cabriolet 3.8 24V,Dezembro/2019,911
4453,6034,47,035050-8,911 Carrera S Cabriolet 3.8 24V (991),,,6034.0,47.0,911 Carrera S Cabriolet 3.8 24V (991),Dezembro/2019,911
4454,7604,47,035077-0,911 Carrera S Coupe 3.0 (991/992),,,7604.0,47.0,911 Carrera S Coupe 3.0 (991/992),Dezembro/2019,911
4455,1970,47,035028-1,911 Carrera S Coupe 3.8 24V,,,1970.0,47.0,911 Carrera S Coupe 3.8 24V,Dezembro/2019,911
4456,6035,47,035049-4,911 Carrera S Coupe 3.8 24V (991),,,6035.0,47.0,911 Carrera S Coupe 3.8 24V (991),Dezembro/2019,911
4457,8322,47,035106-7,911 Carrera T 3.0 370cv,,,8322.0,47.0,911 Carrera T 3.0 370cv,Dezembro/2019,911
4458,8421,47,035115-6,911 GT2 RS 3.8 V6 700cv (991),,,8421.0,47.0,911 GT2 RS 3.8 V6 700cv (991),Dezembro/2019,911
4459,8107,47,035099-0,911 GT3 4.0 500cv (991),,,8107.0,47.0,911 GT3 4.0 500cv (991),Dezembro/2019,911
4460,7633,47,035082-6,911 GT3 RS,,,7633.0,47.0,911 GT3 RS,Dezembro/2019,911
4461,1968,47,035009-5,911 GT3/ GT2 Street,,,1968.0,47.0,911 GT3/ GT2 Street,Dezembro/2019,911
4462,1971,47,035013-3,911 Targa 3.6,,,1971.0,47.0,911 Targa 3.6,Dezembro/2019,911
4463,7605,47,035079-6,911 Targa 4 3.0 370cv (991),,,7605.0,47.0,911 Targa 4 3.0 370cv (991),Dezembro/2019,911
4464,8484,47,035119-9,911 Targa 4 GTS 3.0 V6 450cv,,,8484.0,47.0,911 Targa 4 GTS 3.0 V6 450cv,Dezembro/2019,911
4465,4299,47,035036-2,911 Targa 4S,,,4299.0,47.0,911 Targa 4S,Dezembro/2019,911
4466,7606,47,035081-8,911 Targa 4S 3.0 420cv (991),,,7606.0,47.0,911 Targa 4S 3.0 420cv (991),Dezembro/2019,911
4467,1972,47,035029-0,911 Turbo Cabriolet 3.6/3.8,,,1972.0,47.0,911 Turbo Cabriolet 3.6/3.8,Dezembro/2019,911
4468,1973,47,035014-1,911 Turbo Coupe 3.6/3.8,,,1973.0,47.0,911 Turbo Coupe 3.6/3.8,Dezembro/2019,911
4469,1974,47,035031-1,911 Turbo S Cabriolet 3.6/3.8 24V,,,1974.0,47.0,911 Turbo S Cabriolet 3.6/3.8 24V,Dezembro/2019,911
4470,1975,47,035030-3,911 Turbo S Coupe 3.6/3.8 24V,,,1975.0,47.0,911 Turbo S Coupe 3.6/3.8 24V,Dezembro/2019,911
4471,1976,47,035016-8,928 GTS 5.4 32V,,,1976.0,47.0,928 GTS 5.4 32V,Dezembro/2019,928
4472,1977,47,035005-2,968 Cabriolet 3.0,,,1977.0,47.0,968 Cabriolet 3.0,Dezembro/2019,968
4473,1978,47,035017-6,968 Coupe 3.0 16V,,,1978.0,47.0,968 Coupe 3.0 16V,Dezembro/2019,968
4474,5039,47,035039-7,Boxster  2.9 255cv,,,5039.0,47.0,Boxster  2.9 255cv,Dezembro/2019,Boxster
4475,6190,47,035051-6,Boxster 2.7 265cv,,,6190.0,47.0,Boxster 2.7 265cv,Dezembro/2019,Boxster
4476,6968,47,035057-5,Boxster GTS 3.4 330cv,,,6968.0,47.0,Boxster GTS 3.4 330cv,Dezembro/2019,Boxster
4477,1979,47,035015-0,Boxster Mec.,,,1979.0,47.0,Boxster Mec.,Dezembro/2019,Boxster
4478,1980,47,035011-7,Boxster S,,,1980.0,47.0,Boxster S,Dezembro/2019,Boxster
4479,5040,47,035038-9,Boxster S 3.4 310cv,,,5040.0,47.0,Boxster S 3.4 310cv,Dezembro/2019,Boxster
4480,6191,47,035052-4,Boxster S 3.4 315/319cv,,,6191.0,47.0,Boxster S 3.4 315/319cv,Dezembro/2019,Boxster
4481,1981,47,035012-5,Boxster S Tiptronic,,,1981.0,47.0,Boxster S Tiptronic,Dezembro/2019,Boxster
4482,5429,47,035044-3,Boxster Spyder 3.4 320cv,,,5429.0,47.0,Boxster Spyder 3.4 320cv,Dezembro/2019,Boxster
4483,7519,47,035071-0,Boxster Spyder 3.8 375cv,,,7519.0,47.0,Boxster Spyder 3.8 375cv,Dezembro/2019,Boxster
4484,1982,47,035010-9,Boxster Tiptronic,,,1982.0,47.0,Boxster Tiptronic,Dezembro/2019,Boxster
4485,8460,47,035116-4,Cayenne 3.0 Turbo V6 340CV,,,8460.0,47.0,Cayenne 3.0 Turbo V6 340CV,Dezembro/2019,Cayenne
4486,8930,47,035121-0,Cayenne Coupe 3.0 TurboV6 340cv,,,8930.0,47.0,Cayenne Coupe 3.0 TurboV6 340cv,Dezembro/2019,Cayanne
4487,8931,47,035122-9,Cayenne Coupe Turbo S E-Hybrid 4.0,,,8931.0,47.0,Cayenne Coupe Turbo S E-Hybrid 4.0,Dezembro/2019,Cayanne
4488,8868,47,035120-2,Cayenne E-Hybrid 3.0 V6 462cv,,,8868.0,47.0,Cayenne E-Hybrid 3.0 V6 462cv,Dezembro/2019,Cayanne
4489,7206,47,035062-1,Cayenne GTS 3.6 Bi-Turbo 440cv,,,7206.0,47.0,Cayenne GTS 3.6 Bi-Turbo 440cv,Dezembro/2019,Cayenne
4490,4631,47,035037-0,Cayenne GTS 4.8 405/420cv,,,4631.0,47.0,Cayenne GTS 4.8 405/420cv,Dezembro/2019,Cayenne
4491,8042,47,035096-6,Cayenne Platinum Ed. 3.6,,,8042.0,47.0,Cayenne Platinum Ed. 3.6,Dezembro/2019,Cayenne
4492,8461,47,035117-2,Cayenne S 2.9 Bi-Turbo V6 440cv,,,8461.0,47.0,Cayenne S 2.9 Bi-Turbo V6 440cv,Dezembro/2019,Cayenne
4493,7232,47,035063-0,Cayenne S 3.6 Bi-Turbo 420cv,,,7232.0,47.0,Cayenne S 3.6 Bi-Turbo 420cv,Dezembro/2019,Cayenne
4494,1983,47,035024-9,Cayenne S 4.5/4.8,,,1983.0,47.0,Cayenne S 4.5/4.8,Dezembro/2019,Cayenne
4495,7807,47,035085-0,Cayenne S E-Hybrid 3.0 V6 416cv,,,7807.0,47.0,Cayenne S E-Hybrid 3.0 V6 416cv,Dezembro/2019,Cayenne
4496,8063,47,035097-4,Cayenne S Platinum Ed.E-Hybrid 3.0,,,8063.0,47.0,Cayenne S Platinum Ed.E-Hybrid 3.0,Dezembro/2019,Cayenne
4497,8462,47,035118-0,Cayenne Turbo 4.0 V8 550cv,,,8462.0,47.0,Cayenne Turbo 4.0 V8 550cv,Dezembro/2019,Cayenne
4498,1984,47,035025-7,Cayenne Turbo 4.5/4.8,,,1984.0,47.0,Cayenne Turbo 4.5/4.8,Dezembro/2019,Cayenne
4499,4246,47,035035-4,Cayenne Turbo S 4.5/4.8 32V,,,4246.0,47.0,Cayenne Turbo S 4.5/4.8 32V,Dezembro/2019,Cayenne
4500,1985,47,035027-3,Cayenne V6 3.2/3.6 24V,,,1985.0,47.0,Cayenne V6 3.2/3.6 24V,Dezembro/2019,Cayenne
4501,4247,47,035034-6,Cayman 2.7/ 2.9,,,4247.0,47.0,Cayman 2.7/ 2.9,Dezembro/2019,Cayman
4502,7207,47,035061-3,Cayman GT4 3.8 385cv,,,7207.0,47.0,Cayman GT4 3.8 385cv,Dezembro/2019,Cayman
4503,6969,47,035058-3,Cayman GTS 3.4 340cv,,,6969.0,47.0,Cayman GTS 3.4 340cv,Dezembro/2019,Cayman
4504,5490,47,035045-1,Cayman R 3.4 330cv,,,5490.0,47.0,Cayman R 3.4 330cv,Dezembro/2019,Cayman
4505,3902,47,035033-8,Cayman S 3.4,,,3902.0,47.0,Cayman S 3.4,Dezembro/2019,Cayman
4506,7143,47,035060-5,Macan 2.0 Turbo 237/252cv,,,7143.0,47.0,Macan 2.0 Turbo 237/252cv,Dezembro/2019,Macan
4507,7671,47,035083-4,Macan GTS 3.0 Bi-Turbo 360cv,,,7671.0,47.0,Macan GTS 3.0 Bi-Turbo 360cv,Dezembro/2019,Macan
4508,6844,47,035055-9,Macan S 3.0 Bi-Turbo,,,6844.0,47.0,Macan S 3.0 Bi-Turbo,Dezembro/2019,Macan
4509,6845,47,035056-7,Macan Turbo 3.6 Bi-Turbo 400cv,,,6845.0,47.0,Macan Turbo 3.6 Bi-Turbo 400cv,Dezembro/2019,Macan
4510,7989,47,035092-3,MACAN Turbo Performnce 3.6 Bi-TB V6,,,7989.0,47.0,MACAN Turbo Performnce 3.6 Bi-TB V6,Dezembro/2019,MACAN
4511,7911,47,035090-7,Panamera 3.0 330cv,,,7911.0,47.0,Panamera 3.0 330cv,Dezembro/2019,Panamera
4512,5430,47,035043-5,Panamera 3.6 V6 300cv/310cv,,,5430.0,47.0,Panamera 3.6 V6 300cv/310cv,Dezembro/2019,Panamera
4513,8350,47,035112-1,Panamera 4 3.0 330cv,,,8350.0,47.0,Panamera 4 3.0 330cv,Dezembro/2019,Panamera
4514,8064,47,035098-2,Panamera 4 E-Hybrid 2.9 462cv,,,8064.0,47.0,Panamera 4 E-Hybrid 2.9 462cv,Dezembro/2019,Panamera
4515,8289,47,035105-9,Panamera 4 E-Hybrid Sport Tur. 2.9 462cv,,,8289.0,47.0,Panamera 4 E-Hybrid Sport Tur. 2.9 462cv,Dezembro/2019,Panamera
4516,8351,47,035108-3,Panamera 4 E-Hybrid. Executive 2.9 462cv,,,8351.0,47.0,Panamera 4 E-Hybrid. Executive 2.9 462cv,Dezembro/2019,Panamera
4517,8352,47,035111-3,Panamera 4 Executive 3.0 330cv,,,8352.0,47.0,Panamera 4 Executive 3.0 330cv,Dezembro/2019,Panamera
4518,8290,47,035104-0,Panamera 4 Sport Turismo 3.0 330cv,,,8290.0,47.0,Panamera 4 Sport Turismo 3.0 330cv,Dezembro/2019,Panamera
4519,7888,47,035088-5,Panamera 4S 2.9 440cv,,,7888.0,47.0,Panamera 4S 2.9 440cv,Dezembro/2019,Panamera
4520,5078,47,035041-9,Panamera 4S 4.8 400cv,,,5078.0,47.0,Panamera 4S 4.8 400cv,Dezembro/2019,Panamera
4521,7910,47,035089-3,Panamera 4S Executive 2.9 440cv,,,7910.0,47.0,Panamera 4S Executive 2.9 440cv,Dezembro/2019,Panamera
4522,8353,47,035110-5,Panamera 4S Sport Turismo 2.9 440cv,,,8353.0,47.0,Panamera 4S Sport Turismo 2.9 440cv,Dezembro/2019,Panamera
4523,7459,47,035067-2,Panamera Edition 3.6 v6 310cv,,,7459.0,47.0,Panamera Edition 3.6 v6 310cv,Dezembro/2019,Panamera
